universe,screen_rule,controller,splits,ann_return,ann_vol,sharpe,max_dd,turnover
liquid_us_equity_100,momentum_63_top10,CMVT_lam0.5_gam0.25,22,0.3688406198810636,0.426877187029128,0.7526804763652298,-0.18038077519365248,25.131921928146973
liquid_us_equity_100,momentum_63_top10,CMVT_lam1.0_gam0.5,22,0.4604769281336429,0.41053453598790846,1.095337712297354,-0.17557543190742111,13.06805067585969
liquid_us_equity_100,momentum_63_top10,CMVT_lam2.0_gam1.0,22,0.2935440590086564,0.29015226504785335,1.1838995903370064,-0.12598688401490046,3.358243396598344
liquid_us_equity_100,momentum_63_top10,HRB_lb126_ct0.5,22,0.1684824017281607,0.21532094274233174,1.0891393260770832,-0.09488728779632405,9.366395472040146
liquid_us_equity_100,momentum_63_top10,HRB_lb63_ct0.3,22,0.16364517009178706,0.21877278743056153,1.0993897429927804,-0.09419384265164142,10.164907580780547
liquid_us_equity_100,low_volatility_63_top10,EW,22,0.12510482323988995,0.14297550030340225,1.2378045206875845,-0.06494444258918229,1.0000333894311098e-12
liquid_us_equity_100,low_volatility_63_top10,MRH_tau21_k5,22,0.10094256983829107,0.15149734342622348,1.0592408481965647,-0.06897129838786671,39.52727272723322
liquid_us_equity_100,low_volatility_63_top10,MRH_tau63_k5,22,0.10737453751453474,0.1530601706498429,1.047608944338123,-0.07018586252640861,22.763636363613607
liquid_us_equity_100,low_volatility_63_top10,MRH_tau126_k5,22,0.1252787770472051,0.15134474860238248,1.1143971385388676,-0.06986834727057033,17.56363636361881
liquid_us_equity_100,low_volatility_63_top10,CMVT_lam0.5_gam0.25,22,0.061000897436156866,0.22627377635667514,0.30196643766417547,-0.11919293982536626,14.729700575661877
liquid_us_equity_100,low_volatility_63_top10,CMVT_lam1.0_gam0.5,22,0.11073053486574437,0.1719966154702519,0.8550085644493822,-0.07858235964273062,2.672084910873273
liquid_us_equity_100,low_volatility_63_top10,CMVT_lam2.0_gam1.0,22,0.12647589942631915,0.14137639798615845,1.272722613559912,-0.06409218167344713,0.02864750132085903
liquid_us_equity_100,low_volatility_63_top10,HRB_lb126_ct0.5,22,0.1205530583908843,0.153301855328931,1.151971055054258,-0.06946110472696289,10.561166882179018
liquid_us_equity_100,low_volatility_63_top10,HRB_lb63_ct0.3,22,0.13097090865959748,0.15153453305316297,1.2217230057484856,-0.06757770050836652,7.248113725784001
liquid_us_equity_100,vol_adjusted_momentum_63_top10,EW,22,0.199736089207696,0.20848079925999452,1.2963801802077628,-0.08956903481566186,1.0000333894311098e-12
liquid_us_equity_100,vol_adjusted_momentum_63_top10,MRH_tau21_k5,22,0.10420821047176197,0.22992394729582727,0.6879151932739972,-0.10536885649311589,39.181818181779015
liquid_us_equity_100,vol_adjusted_momentum_63_top10,MRH_tau63_k5,22,0.14606026900925917,0.23872633928632728,0.8567955352585169,-0.11084725074283562,22.163636363614213
liquid_us_equity_100,vol_adjusted_momentum_63_top10,MRH_tau126_k5,22,0.182763905267005,0.2446097944510105,0.9491097413529913,-0.11015072387887108,17.127272727255612
